rng_name,rands/second,Seed,d,g,test_name,ntup,tsamples,psamples,p-value,Assessment
transputer,1.83e+08,4254571983,102,055,sts_serial,11,100000,100,0.00000000,FAILED
transputer,1.83e+08,4254571983,102,055,sts_serial,12,100000,100,0.00000000,FAILED
transputer,1.83e+08,4254571983,102,055,sts_serial,12,100000,100,0.00000000,FAILED
transputer,1.83e+08,4254571983,102,055,sts_serial,13,100000,100,0.00000000,FAILED
transputer,1.83e+08,4254571983,102,055,sts_serial,13,100000,100,0.00000000,FAILED
transputer,1.83e+08,4254571983,102,055,sts_serial,14,100000,100,0.00000000,FAILED
transputer,1.83e+08,4254571983,102,055,sts_serial,14,100000,100,0.00000000,FAILED
transputer,1.83e+08,4254571983,102,055,sts_serial,15,100000,100,0.00000000,FAILED
transputer,1.83e+08,4254571983,102,055,sts_serial,15,100000,100,0.00000000,FAILED
transputer,1.83e+08,4254571983,102,055,sts_serial,16,100000,100,0.00000000,FAILED
transputer,1.83e+08,4254571983,102,055,sts_serial,16,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,1,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,2,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,3,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,3,100000,100,0.00000239,WEAK
transputer,2.41e+08,940447011,102,055,sts_serial,4,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,4,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,5,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,5,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,6,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,6,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,7,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,7,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,8,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,8,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,9,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,9,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,10,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,10,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,11,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,11,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,12,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,12,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,13,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,13,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,14,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,14,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,15,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,15,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,16,100000,100,0.00000000,FAILED
transputer,2.41e+08,940447011,102,055,sts_serial,16,100000,100,0.00000000,FAILED
tt800,1.03e+08,1064948242,102,056,sts_serial,1,100000,100,0.28137681,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,2,100000,100,0.46797648,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,3,100000,100,0.62914845,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,3,100000,100,0.67059648,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,4,100000,100,0.79593679,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,4,100000,100,0.98414270,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,5,100000,100,0.80907393,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,5,100000,100,0.25317761,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,6,100000,100,0.41786908,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,6,100000,100,0.94688830,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,7,100000,100,0.51537824,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,7,100000,100,0.79774543,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,8,100000,100,0.64779562,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,8,100000,100,0.64988153,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,9,100000,100,0.57819067,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,9,100000,100,0.02124783,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,10,100000,100,0.99816038,WEAK
tt800,1.03e+08,1064948242,102,056,sts_serial,10,100000,100,0.61413292,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,11,100000,100,0.92641957,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,11,100000,100,0.96937543,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,12,100000,100,0.65429754,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,12,100000,100,0.39798277,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,13,100000,100,0.88450697,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,13,100000,100,0.98945403,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,14,100000,100,0.97912174,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,14,100000,100,0.89783902,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,15,100000,100,0.41264648,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,15,100000,100,0.36382793,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,16,100000,100,0.28870276,PASSED
tt800,1.03e+08,1064948242,102,056,sts_serial,16,100000,100,0.98270182,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,1,100000,100,0.75140797,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,2,100000,100,0.77318848,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,3,100000,100,0.79825040,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,3,100000,100,0.49905177,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,4,100000,100,0.80285597,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,4,100000,100,0.51815794,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,5,100000,100,0.73970942,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,5,100000,100,0.46370861,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,6,100000,100,0.45270268,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,6,100000,100,0.28595163,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,7,100000,100,0.66192560,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,7,100000,100,0.95224485,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,8,100000,100,0.40328344,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,8,100000,100,0.71348160,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,9,100000,100,0.91994394,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,9,100000,100,0.96681965,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,10,100000,100,0.53725526,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,10,100000,100,0.78232791,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,11,100000,100,0.35633166,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,11,100000,100,0.53264185,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,12,100000,100,0.77818826,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,12,100000,100,0.01008559,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,13,100000,100,0.99557135,WEAK
tt800,1.09e+08,1400536615,102,056,sts_serial,13,100000,100,0.30183346,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,14,100000,100,0.99909584,WEAK
tt800,1.09e+08,1400536615,102,056,sts_serial,14,100000,100,0.62778376,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,15,100000,100,0.82417049,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,15,100000,100,0.85770690,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,16,100000,100,0.13217546,PASSED
tt800,1.09e+08,1400536615,102,056,sts_serial,16,100000,100,0.08047452,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,1,100000,100,0.69708618,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,2,100000,100,0.04983108,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,3,100000,100,0.15681106,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,3,100000,100,0.32146112,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,4,100000,100,0.94639086,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,4,100000,100,0.77563906,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,5,100000,100,0.99472446,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,5,100000,100,0.97039893,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,6,100000,100,0.30021095,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,6,100000,100,0.04786012,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,7,100000,100,0.56106009,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,7,100000,100,0.08272524,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,8,100000,100,0.46814497,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,8,100000,100,0.50443737,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,9,100000,100,0.83233933,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,9,100000,100,0.81954382,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,10,100000,100,0.57377581,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,10,100000,100,0.07793760,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,11,100000,100,0.44060330,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,11,100000,100,0.66284484,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,12,100000,100,0.36621801,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,12,100000,100,0.65987325,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,13,100000,100,0.85079219,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,13,100000,100,0.98922044,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,14,100000,100,0.47447378,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,14,100000,100,0.45187532,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,15,100000,100,0.60280112,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,15,100000,100,0.80078309,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,16,100000,100,0.31278010,PASSED
tt800,7.49e+07,1425088022,102,056,sts_serial,16,100000,100,0.74534673,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,1,100000,100,0.98301995,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,2,100000,100,0.85729468,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,3,100000,100,0.95906673,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,3,100000,100,0.68878091,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,4,100000,100,0.47571259,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,4,100000,100,0.18243060,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,5,100000,100,0.78271674,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,5,100000,100,0.37456760,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,6,100000,100,0.88207416,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,6,100000,100,0.74532827,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,7,100000,100,0.07820396,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,7,100000,100,0.02018878,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,8,100000,100,0.75848925,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,8,100000,100,0.26557132,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,9,100000,100,0.75640358,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,9,100000,100,0.29451823,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,10,100000,100,0.77888172,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,10,100000,100,0.27522561,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,11,100000,100,0.68500618,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,11,100000,100,0.53375049,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,12,100000,100,0.75256536,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,12,100000,100,0.26886653,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,13,100000,100,0.97964227,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,13,100000,100,0.57875274,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,14,100000,100,0.44159384,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,14,100000,100,0.35454381,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,15,100000,100,0.62485365,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,15,100000,100,0.22239763,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,16,100000,100,0.78471647,PASSED
tt800,7.60e+07,1932188106,102,056,sts_serial,16,100000,100,0.92290335,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,1,100000,100,0.79682838,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,2,100000,100,0.67341270,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,3,100000,100,0.46126938,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,3,100000,100,0.78253363,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,4,100000,100,0.91122362,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,4,100000,100,0.01141484,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,5,100000,100,0.46034708,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,5,100000,100,0.84177935,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,6,100000,100,0.41388548,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,6,100000,100,0.51405441,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,7,100000,100,0.07802019,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,7,100000,100,0.67069828,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,8,100000,100,0.73837196,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,8,100000,100,0.47135125,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,9,100000,100,0.97933297,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,9,100000,100,0.98642356,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,10,100000,100,0.59193870,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,10,100000,100,0.62272741,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,11,100000,100,0.44692138,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,11,100000,100,0.03064791,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,12,100000,100,0.42054051,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,12,100000,100,0.69621822,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,13,100000,100,0.51220919,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,13,100000,100,0.44792041,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,14,100000,100,0.89494077,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,14,100000,100,0.92613443,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,15,100000,100,0.09852818,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,15,100000,100,0.68272569,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,16,100000,100,0.33196791,PASSED
tt800,1.10e+08,2418352831,102,056,sts_serial,16,100000,100,0.13822904,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,1,100000,100,0.51653806,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,2,100000,100,0.31197043,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,3,100000,100,0.88526384,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,3,100000,100,0.35289728,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,4,100000,100,0.28367879,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,4,100000,100,0.19028040,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,5,100000,100,0.90664714,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,5,100000,100,0.84926084,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,6,100000,100,0.32168458,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,6,100000,100,0.58337274,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,7,100000,100,0.27146406,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,7,100000,100,0.66504676,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,8,100000,100,0.91442750,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,8,100000,100,0.56000955,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,9,100000,100,0.56478738,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,9,100000,100,0.69930800,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,10,100000,100,0.93360984,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,10,100000,100,0.79921157,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,11,100000,100,0.56119825,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,11,100000,100,0.63776730,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,12,100000,100,0.99046986,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,12,100000,100,0.83853891,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,13,100000,100,0.90823272,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,13,100000,100,0.63461484,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,14,100000,100,0.48514900,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,14,100000,100,0.91506148,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,15,100000,100,0.59450523,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,15,100000,100,0.04902627,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,16,100000,100,0.93449509,PASSED
tt800,1.07e+08,3076338769,102,056,sts_serial,16,100000,100,0.05141502,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,1,100000,100,0.26323566,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,2,100000,100,0.15934377,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,3,100000,100,0.64684673,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,3,100000,100,0.69587668,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,4,100000,100,0.86439280,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,4,100000,100,0.86915949,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,5,100000,100,0.69102163,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,5,100000,100,0.89073219,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,6,100000,100,0.25886832,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,6,100000,100,0.56256697,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,7,100000,100,0.91646976,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,7,100000,100,0.33348830,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,8,100000,100,0.61377429,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,8,100000,100,0.62336007,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,9,100000,100,0.63563183,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,9,100000,100,0.69232863,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,10,100000,100,0.45154939,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,10,100000,100,0.31335306,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,11,100000,100,0.19688607,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,11,100000,100,0.96380115,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,12,100000,100,0.49428574,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,12,100000,100,0.44474228,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,13,100000,100,0.85660304,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,13,100000,100,0.47622293,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,14,100000,100,0.83719956,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,14,100000,100,0.35901768,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,15,100000,100,0.80536368,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,15,100000,100,0.49379357,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,16,100000,100,0.21386761,PASSED
tt800,7.11e+07,3264090432,102,056,sts_serial,16,100000,100,0.23391182,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,1,100000,100,0.41816744,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,2,100000,100,0.94256701,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,3,100000,100,0.02367898,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,3,100000,100,0.01871316,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,4,100000,100,0.50418459,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,4,100000,100,0.16335362,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,5,100000,100,0.20837480,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,5,100000,100,0.38542075,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,6,100000,100,0.27908870,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,6,100000,100,0.26716801,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,7,100000,100,0.40163351,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,7,100000,100,0.64702040,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,8,100000,100,0.30565314,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,8,100000,100,0.60481103,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,9,100000,100,0.33365900,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,9,100000,100,0.44446559,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,10,100000,100,0.01036982,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,10,100000,100,0.09839375,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,11,100000,100,0.45232573,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,11,100000,100,0.85837416,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,12,100000,100,0.59979437,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,12,100000,100,0.77432584,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,13,100000,100,0.16520799,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,13,100000,100,0.47712186,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,14,100000,100,0.60596250,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,14,100000,100,0.86743633,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,15,100000,100,0.23816808,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,15,100000,100,0.55155231,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,16,100000,100,0.83134369,PASSED
tt800,8.03e+07,3486765886,102,056,sts_serial,16,100000,100,0.99997710,WEAK
tt800,9.85e+07,4008873117,102,056,sts_serial,1,100000,100,0.28965536,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,2,100000,100,0.16675218,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,3,100000,100,0.18619277,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,3,100000,100,0.88652769,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,4,100000,100,0.33788783,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,4,100000,100,0.93614301,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,5,100000,100,0.06744983,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,5,100000,100,0.44834689,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,6,100000,100,0.29501865,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,6,100000,100,0.21348624,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,7,100000,100,0.20682163,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,7,100000,100,0.38835324,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,8,100000,100,0.57348121,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,8,100000,100,0.30892807,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,9,100000,100,0.19090674,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,9,100000,100,0.07465945,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,10,100000,100,0.36567277,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,10,100000,100,0.97786314,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,11,100000,100,0.55260540,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,11,100000,100,0.62972908,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,12,100000,100,0.42942051,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,12,100000,100,0.46878247,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,13,100000,100,0.67732959,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,13,100000,100,0.15255326,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,14,100000,100,0.28019051,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,14,100000,100,0.88883937,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,15,100000,100,0.93742106,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,15,100000,100,0.75718326,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,16,100000,100,0.34768836,PASSED
tt800,9.85e+07,4008873117,102,056,sts_serial,16,100000,100,0.25838093,PASSED
tt800,7.16e+07,4107320559,102,056,sts_serial,1,100000,100,0.69615269,PASSED
tt800,7.16e+07,4107320559,102,056,sts_serial,2,100000,100,0.06363514,PASSED
tt800,7.16e+07,4107320559,102,056,sts_serial,3,100000,100,0.24855661,PASSED
tt800,7.16e+07,4107320559,102,056,sts_serial,3,100000,100,0.62028315,PASSED
tt800,7.16e+07,4107320559,102,056,sts_serial,4,100000,100,0.61503006,PASSED
tt800,7.16e+07,4107320559,102,056,sts_serial,4,100000,100,0.75564878,PASSED
